;Comment
80;['именно', 'это', 'нуар', 'скорее', 'а', 'близкий', 'конкурент', 'тёмный', 'город']
81;['пароль', 'рыба', 'меч']
82;['хотеть', 'запилить', 'картинка', 'голый', 'холя', 'берри', 'я', 'картинка', 'выдавать', 'кадр', 'момент', 'купальник', 'это', 'колдунство', 'такой', 'прийтись', 'скринить', 'стопкадр', 'видос']
83;['у', 'она', 'фильм', 'книга', 'чистый', 'страница']
84;['анальный', 'накопитель', 'террабайт']
85;['лишь', 'раз', 'кончить', 'анал']
86;['да', 'яйцо', 'явно', 'проигрывать', 'жопа', 'качество', 'носитель', 'информация', 'кстати', 'скорость', 'из', 'жопа', 'струя', 'сперма', 'широкий', 'член', 'значит', 'поток', 'информация', 'крутой']
88;['плаги́н', 'англ', '«подключать»', 'независимо', 'компилировать', 'программный', 'модуль', 'динамически', 'подключать', 'основной', 'программа', 'предназначить', 'расширение', 'использование', 'её', 'возможность', 'плагин', 'обычно', 'выполняться', 'вид', 'библиотека', 'общий', 'пользование']
89;['перевозка', 'хранение', 'это', 'ещё', 'актуально', 'так', 'слежка', 'блокировка', 'файреволл', 'например', 'китай', 'копирование', 'американский', 'таможня', 'итд']
90;['мир', 'превращаться', 'антиутопия', 'идти', 'сам', 'плохой', 'путь', 'плохой', 'третий', 'мировой', 'последуюий', 'постапокалипсис', 'а', 'относительно', 'давно', 'время', 'человек', 'видеть', 'светлый', 'будущее', 'фантастика', 'оптимистичный', 'а', 'лишь', 'тлен', 'фантастика', 'надежда']
91;['джонни', 'мнемоник', 'это', 'нифига', 'новый', 'фантастика', 'и', 'мир', 'будущее', 'уеллс', 'нифигт', 'радужный', 'пони', 'населять', 'что', 'околёсица', 'написать']
92;['да', 'любой', 'время', 'тлен', 'оптимизм', 'я', 'говорить', 'процент', 'другой', 'сейчас', 'глянуть', 'везде', 'негативный', 'фантастика', 'интерстеллара', 'обливион', 'затерянный', 'космос', 'матрица', 'мультик', 'валли', 'относительно', 'весёлый', 'доктор', 'кто', 'скатиться', 'серьёзный', 'щи', 'негатив', 'игра', 'киберпанк', 'метро', 'фоллаут', 'масса', 'эффект', 'многое', 'другой', 'позитив', 'гораздо', 'маленький', 'негатив', 'я', 'вспомнить', 'мочь', 'сериал', 'игра', 'позитивный', 'будущее', 'градостроительный', 'стратегия', 'завязать', 'проблема', 'климат', 'хотеть', 'сказать', 'валериан', 'город', 'тысяча', 'планета', 'позитивный', 'просто', 'красочный', 'вторжение', 'футурам', 'прийти', 'ум', 'земля', 'будущее', 'вроде', 'негатив', 'хотеться', 'фильм', 'игра', 'который', 'заставить', 'мечтать', 'прекрасный', 'будущее', 'который', 'показать', 'великолепный', 'город', 'процветание', 'гармония', 'природа', 'надоесть', 'ядерный', 'постапокалипсис', 'климатический', 'пиздец', 'битва', 'пришелец', 'антиутопия', 'где', 'мультфильм', 'тип', 'джетсон', 'где', 'тип', 'пятый', 'элемент', 'да', 'пятый', 'элемент', 'мир', 'грозить', 'опасность', 'сериал', 'комедийный', 'тлен', 'ощущаться', 'при', 'союз', 'наш', 'снимать', 'позитивный', 'будущее', 'где', 'подобный']
93;['это', 'булычев', 'обчитаться']
94;['ну', 'позитив', '●']
95;['вы', 'случайно', 'помнить', 'мультфильм', 'человек', 'жить', 'среди', 'очень', 'высокий', 'гуманно', 'дов', 'который', 'воспринимать', 'человек', 'угроза', 'вроде', 'они', 'охотиться']
96;['хрен', 'сие', 'фаллаут']
97;['позитивный', 'фантастика', 'основное', 'советский', 'автор', 'стругацкий', 'ефремов', 'снегов', 'другой', 'реалия', 'капитализм', 'мочь', 'голова', 'писатель', 'фантаст', 'родить', 'идея', 'светлый', 'будущее']
100;['а', 'хайнлайна', 'гаррисон', 'азимов']
101;['у', 'стругацкий', 'мир', 'багровый', 'туча', 'полдень', 'вспоминаться', 'потом', 'развернуться']
102;['не', 'согласный', 'первый', 'мировой', 'второй', 'мировой', 'стоять', 'а', 'несчётный', 'количество', 'локальный', 'конфликт', 'просто', 'технология', 'передача', 'информация', 'сильно', 'развиться', 'сейчас', 'урюпинск', 'любой', 'практически', 'режим', 'реальный', 'время', 'следить', 'война', 'нагорный', 'карабах']
103;['рынок', 'питьевой', 'вода', 'появиться']
104;['ну', 'такой', 'я', 'живить', 'мытищи', 'вода', 'магазин', 'покупать']
105;['вы', 'просто', 'принадлежать', 'социальный', 'прослойка', 'человек', 'который', 'постоянно', 'жить', 'светлый', 'будущее', 'а', 'светлый', 'будущее', 'человек', 'противоречить', 'принцип', 'организация', 'социум', 'российский', 'федерация', 'преследоваться', 'закон']
106;['а', 'прям', 'сильно', 'устраивать']
107;['третий', 'мировой', 'пока', 'единый', 'глобальный', 'война', 'но', 'пиздец', 'зреть', 'последний', 'год']
108;['кино', 'финал', 'никакой', 'книга', 'забористть', 'снять', 'неплохо']
109;['рассказ', 'неформат', 'тогдашний', 'кино', 'выжать', 'максимум', 'учитывать', 'описать', 'статья', 'обстоятельство']
110;['сказать', 'нужно', 'спецэффект', 'это', 'чисто', 'философский', 'драма']
111;['и', 'киана', 'молодой', 'и', 'юный', 'октябрь', 'грудь', 'назвать', 'улица', 'юный', 'кианувец']
113;['и', 'такеш', 'китано', 'поллицо', 'парализовать']
114;['по', 'мой', 'парализовать']
115;['повспоминать', 'киберпанковский', 'будущее', 'идти', 'кухня', 'греть', 'вода', 'помыть', 'голова']
116;['а', 'киберпанк', 'игра', 'литературный', 'жанр', 'бе', 'это', 'хай', 'тот', 'лоу', 'лайф', 'многоядерный', 'проц', 'карманный', 'устройство', 'отключение', 'горячий', 'вода', 'человейник']
117;['всё', 'тэк', 'тот']
118;['только', 'вместо', 'хай', 'течь', 'хай', 'кроме', 'этот', 'самый', 'смартфон', 'бесячих', 'светодиод', 'особо', 'технология', 'нихуй', 'даже', 'колбаса', 'стать', 'делать', 'соя', 'говно', 'вместо', 'кенгурятина']
120;['дельфин', 'конец', 'это', 'пиздец', 'честно']
121;['какой', 'сжв', 'цензура', 'не', 'книга', 'фильм', 'двач', 'головной', 'мозг']
122;['у', 'вопрос', 'имплантанта', 'стать', 'имплант', 'как', 'это', 'произойти', 'почему']
123;['имплант', 'прямой', 'калька', 'английский', 'имплантат', 'второй', 'н', 'немецкий', 'французский', 'оба', 'вариант', 'правильный', 'английский', 'нынче', 'поэтому', 'слово', 'частый', 'встречаться', 'слух', 'видимо']
124;['интересный', 'совпадение', 'один', 'большой', 'разница', 'религиозник', 'развернуть', 'истерия', 'против', 'чипирование', 'который', 'реальность', 'абстрагироваться', 'страшилка', 'наночип', 'считать', 'тот', 'имплант', 'ну', 'сам', 'дело', 'начаться', 'конец', 'х', 'накатывать', 'волна', 'время', 'затишье', 'циркулировать', 'церковный', 'сектантский', 'круг', 'сейчас', 'очередной', 'волна', 'проплатить', 'кто', 'кто', 'невыгодный', 'прививка', 'а', 'вместо', 'имплант', 'против', 'роскомпозор', 'проксить', 'вообще', 'неприятно', 'окружить', 'один', 'сторона', 'роскомпозор', 'сжв', 'запретить', 'всё', 'насилие', 'любой', 'намёк', 'неидеальный', 'отношение', 'давать', 'ещё', 'мясо', 'запретить', 'третий', 'китай', 'араб', 'свой', 'аналог', 'роскомпозор', 'ещё', 'больший', 'моралфажество', 'российский']
125;['сбиться', 'счёт', 'сколько', 'пост', 'попадаться', 'горячее', 'последний', 'день', 'что', 'хня']
126;['недавно', 'начать', 'смотреть', 'жена', 'фильм', 'киана', 'ибо', 'охуенный', 'решить', 'начать', 'старый', 'показать', 'джонни', 'посмотреть', 'два', 'часть', 'билл', 'тед', 'ждать', 'третий', 'часть', 'смотреть', 'далёкий']
127;['там', 'пандемия', 'помнить', 'боевой', 'дельфин', 'тётка', 'киллер', 'искуственный', 'глаз', 'нано', 'нить', 'палец', 'пойти', 'перечитывать']
128;['почитать', 'комета', 'решить', 'пересмотреть', 'крутой', 'кино']
129;['родитель', 'отправить', 'купить', 'видеомагнитофон', 'тип', 'электроника', 'шарить', 'фильм', 'купить']
130;['киана', 'молодой', 'юный', 'октябрь', 'впереди']
131;['я', 'просто', 'оставить', 'это']
132;['вновь', 'продолжаться', 'бой']
133;['фильм', 'смотреть', 'коммент', 'решить', 'прочитать', 'рецензия', 'хороший', 'знатно', 'прихуесть', 'словить', 'дежавю', 'последовательность', 'смысловой', 'нагрузка', 'каждый', 'кто', 'подобный']
134;['я', 'минутка', 'спросить', 'ленин', 'пошутить']
135;['ну', 'ладный', 'ладный', 'увидеть', 'граница', 'ключ']
137;['у', 'закладка', 'около', 'папка', 'фильм', 'папка', 'назвать', 'жанр', 'каждый', 'вечер', 'либо', 'минута', 'включать', 'фильм', 'либо', 'искать', 'новый', 'добавить', 'закладка']
139;['про', 'крепкий', 'мужской', 'дружба']
140;['тогда', 'просто', 'смириться', 'нравиться', 'проводить', 'время', 'смотреть', 'фильм', 'добавлять', 'закладка', 'кайфовать', 'терзание', 'совесть', 'а', 'ещё', 'прийти', 'голова', 'мысль', 'добавлять', 'закладка', 'фильм', 'который', 'год', 'смотреть', 'похожий', 'бабушка', 'склад', 'новый', 'постельный', 'бельё', 'сервиз', 'который', 'мочь', 'дождаться', 'свой', 'час']
141;['ну', 'похожий', 'просто', 'ранний', 'материальный', 'складировать', 'ссылка', 'закладка', 'пост', 'рецепт', 'тренировка', 'диета', 'всё', 'пригодиться']
142;['да', 'обычно', 'просто', 'немного', 'сомнительный', 'то', 'вроде', 'достаточно', 'интересный', 'добавить', 'список', 'доходить', 'просмотр', 'казаться', 'такой', 'интересный', 'откладывать']
143;['я', 'скачивать', 'лежать', 'надеяться', 'посмотреть', 'один', 'радовать', 'фильм', 'просмотр', 'время', 'смотреть']
144;['периодически', 'смотреть', 'итого', 'проверить', 'избранный', 'фильм', 'просмотреть']
145;['и', 'фильм', 'такой', 'штука', 'но', 'ещё', 'рецепт', 'всякий', 'вещица', 'али', 'экспресс', 'другой', 'подобный', 'сайт']
146;['да', 'рад', 'посмотреть', 'слышать', 'история', 'прл', 'парень', 'который', 'обезвоживание', 'умереть', 'пока', 'фильм', 'смотреть']
147;['а', 'пересмотреть', 'всё', 'кроме', 'жанр', 'который', 'любить', 'начинать', 'год', 'культовый', 'который', 'ранний', 'выходить', 'и', 'пиздец', 'проблема', 'найти', 'позырить', 'вечер', 'сериал', 'аниме', 'сериал', 'часто', 'зырь', 'так', 'хотеться', 'увидеть', 'закончить', 'история', 'потратить', 'пара', 'час', 'а', 'выходить', 'столько', 'фильм', 'сколько', 'ранний']
148;['есть', 'шикарный', 'фильм', 'который', 'получить', 'незаслуженно', 'низкий', 'оценка', 'кп', 'есть', 'сериал', 'анимешок', 'который', 'давно', 'завершить']
149;['помочь', 'ннайти', 'годнота', 'существование', 'который', 'подозревать', 'я', 'это', 'рекомендательный', 'сервис', 'также', 'поход', 'кино', 'пользоваться', 'посмотреть', 'ожидать', 'я', 'оценка', 'менее', 'точный', 'бывало', 'идти', 'долго', 'ожидать', 'фильм', 'несмотря', 'плохой', 'прогноз', 'разочаровать', 'фильм', 'довольный', 'точность', 'прогноз']
150;['смотреть', 'хентай', 'яой', 'там', 'история', 'окончание']
151;['на', 'сам', 'дело', 'фильм', 'намного', 'расширить', 'диапазон', 'страна', 'япония', 'корея', 'китай', 'индия', 'попадаться', 'интересный', 'сюжет', 'образ', 'мышление', 'европейский', 'страна', 'да', 'возвращаться', 'наш', 'русский', 'очень', 'режиссёр', 'который', 'снимать', 'фильм', 'просто', 'отвал', 'башка']
152;['я', 'последний', 'время', 'заметить', 'начать', 'смотреть', 'фильм', 'сложный', 'сериал', 'хороший', 'сериал', 'сделать', 'захватывать', 'сразу', 'с', 'фильм', 'сидеть', 'ждать', 'затянуть', 'пример', 'приводить', 'быть', 'просто', 'сказать', 'фильм', 'входить', 'топ', 'являться', 'развлекательный', 'тарковский', 'условно', 'казаться', 'зритель', 'должный', 'сидеть', 'ждать', 'пока', 'затянуть', 'так', 'быть', 'включать', 'детектив', 'комедия', 'фантастика', 'угодный', 'подразумевать', 'философский', 'артхаусный', 'жесть', 'хотеть', 'интересно', 'сразу', 'очень', 'обидно', 'это', 'всегда', 'спороть', 'жена', 'хотеть', 'сериал', 'фильм', 'и', 'полчаса', 'час', 'мочь', 'пытаться', 'найти', 'интересный', 'фильм', 'час', 'посмотреть', 'скорее', 'забыть', 'а', 'плеваться', 'выключить', 'ранний', 'конец', 'а', 'сериал', 'понравиться', 'разочаровать', 'конец', 'множество', 'пример', 'подарить', 'огромный', 'удовольствие', 'крайний', 'мера', 'время', 'просмотр']
153;['переходить', 'старое', 'кино', 'настоящий', 'кино', 'видеть', 'выходить']
154;['доктор', 'стренджлав', 'перестать', 'бояться', 'полюбить', 'атомный', 'бомба']
155;['корейский', 'рынок', 'почему', 'мало', 'рассматривать', 'полно', 'отличный', 'фильм']
156;['у', 'другой', 'проблема', 'смотреть', 'куча', 'культовый', 'знать', 'посмотреть']
157;['простой', 'рубль', 'метод', 'вывести', 'самый', 'популярный', 'ильм', 'который', 'видеть', 'зарегиться', 'идти', 'сверху', 'список', 'если', 'фильм', 'смотреть', 'стать', 'смотреть', 'ставить', 'любой', 'оценка', 'исключить', 'профит']
158;['сериал', 'аниме', 'сериал', 'часто', 'зырь', 'так', 'хотеться', 'увидеть', 'закончить', 'история', 'потратить', 'пара', 'час', 'сериал', 'смотреть', 'фильм', 'причина', 'противоположный', 'ваш']
159;['острый', 'козырёк', 'зайти', 'довольно', 'динамично']
160;['основатель', 'макдак', 'вчера', 'норма', 'зайти']
161;['тот', 'фигня', 'смотреть', 'нечего', 'видеть', 'мустанг', 'второй', 'жизнь', 'уве', 'это', 'последний', 'навскидку', 'запомниться', 'понравиться']
162;['откуда', 'столько', 'свободный', 'время', 'понять']
163;['м', 'м', 'шарить', 'оказываться', 'многое', 'мимо', 'внимание', 'пройти', 'не', 'культовый', 'весьма', 'достойный', 'фильм']
164;['я', 'думать', 'всё', 'посмотреть', 'пока', 'увидеть', 'кинопоиск', 'список', 'фильм', 'фестиваль', 'школа', 'добавиться', 'фильм', 'просмотр']
165;['есть', 'резон', 'покопаться', 'короткометражка']
166;['за', 'пара', 'час', 'посмотреть', 'аниме', 'магазинчик', 'ужас', 'мультсериал', 'константин', 'но', 'хороший', 'сериал', 'короткий', 'съёмка', 'прекратить', 'манга', 'комикс', 'гораздо', 'всё', 'объёмный']
167;['сходить', 'погулять', 'разнообразие']
168;['заглянуть', 'прошлый', 'век', 'там', 'стоящий']
169;['я', 'ранний', 'скайрим', 'мода', 'ставить', 'сначала', 'искать', 'собирать', 'баг', 'работать', 'максимально', 'контент', 'новый', 'заканчивать', 'понимать', 'добавить', 'нечего', 'включать', 'игра', 'час', 'наслаждаться', 'включать']
170;['блядь', 'жиза', 'я', 'думать', 'сумасшедший']
171;['это', 'кстати', 'форма', 'психический', 'расстройство', 'аудиокнига', 'знать', 'накачать', 'хороший', 'включать', 'несколько', 'минута', 'начинать', 'искать', 'другой', 'вы', 'доктор', 'сходить', 'позвоить', 'быть', 'знать', 'это', 'ебанин', 'происходить']
172;['начинать', 'бросать', 'начать', 'не', 'доводить', 'конец', 'останавливаться', 'сложность', 'замедление']
173;['о', 'порнуха', 'поначалу', 'качать', 'набирать', 'гиг', 'понимать', 'посмотреть', 'коллекция', 'удалять', 'сейчас', 'качать', 'левый', 'страница', 'вк', 'закрытый', 'альбом', 'целый', 'сборник', 'фильм', 'который', 'смотреть', 'смотреть', 'быть', 'смотреть', 'вряд', 'черта', 'побрать', 'стоить', 'удалить', 'сразу', 'возникать', 'желание', 'найти', 'это', 'оказываться', 'проблема']
174;['ты', 'поверить', 'порнуха', 'писать', 'скачать', 'гб', 'один', 'актриса', 'который', 'прям', 'очень', 'нравиться']
175;['у', 'домашний', 'лайна', 'кинотеатр', 'куча', 'фильм', 'закладка', 'каждый', 'вечер', 'смотреть', 'трейлер', 'понравиться', 'фильм', 'добавлять', 'смотреть']
176;['продолжать', 'главное', 'сдаваться']
177;['ну', 'к', 'закладка', 'попадать', 'отборный', 'фильм', 'с', 'хороший', 'качество', 'убедительный', 'актёрский', 'игра', 'так', 'далее']
178;['просить', 'прощение', 'старый', 'понимать', 'вы', 'онлайн', 'фильм', 'смотреть', 'там', 'невозможно', 'звук', 'аудиосистема', 'нормально', 'настроить', 'качество', 'редко', 'превышать', 'резать', 'думать', 'звук', 'резать', 'на', 'ютьюб', 'глядеть', 'фильм', 'торрент', 'двдрипа']
179;['мы', 'разный', 'фильм', 'говорить', 'для', 'тот', 'который', 'закладка', 'достаточно', 'звук', 'критичный', 'фильм', 'смотреть', 'быть', 'минута']
180;['это', 'отлично', 'большинство', 'такой', 'думать', 'а', 'аудиосистема', 'это', 'роскошь', 'обычный', 'наушник', 'хватать', 'никто', 'мешать']
181;['онлайн', 'фильм', 'смотреть', 'это', 'прям', 'уважать', 'плохой', 'ноут', 'мы', 'семья', 'качать', 'рипа', 'смотреть', 'телик']
182;['а', 'сколько', 'сохранёнок', 'пикаба', 'едрита', 'мадрид', 'сосчитать']
183;['начать', 'слушать', 'фантастика', 'аудиокнига', 'фантазия', 'сам', 'рисовать', 'анимация', 'даже', 'мурашки', 'бегать', 'тело', 'забыть', 'какой', 'год', 'фильм', 'бегать', 'мурашки']
184;['например', 'посоветовать', 'послушать']
186;['нет', 'просто', 'оооооочень', 'давно', 'одинокий', '😁']
187;['можно', 'скрин', 'либо', 'список']
188;['скрин', 'отдельно', 'каждый', 'папка']
189;['есть', 'кинопоиск', 'подобный', 'зачем', 'коллекционирование']
190;['а', 'экспортный', 'список', 'поделиться']
191;['я', 'стесняться', 'выкладывать', 'такой', 'список', 'общий', 'доступ', 'актриса', 'посоветовать', 'мочь']
192;['у', 'касет', 'штука', 'половина', 'пересмотреть']
193;['мсьё', 'знать', 'толк', 'извращение']
194;['блин', 'просто', 'периодически', 'удалять', 'это', 'скопище', 'накопить', 'закладка', 'ибо', 'невозможно', 'всё', 'это', 'просмотреть']
195;['алло', 'полиция', 'тут', 'закладчик']
196;['запилить', 'пост', 'многий', 'интересно']
197;['да', 'пост', 'про', 'человек', 'который', 'порнуха', 'сортировать', 'папочка', 'закладка', 'браузер']
198;['мастер', 'закладка', 'двусмысленный', 'звучать']
199;['не', 'представлять', 'сколько', 'закладка', 'яндекс', 'дзен', 'лежать', 'посмотреть']
201;['извиняться', 'топовый', 'давно', 'видеть', 'мем', 'фильм', 'называться']
202;['настоящий', 'детектив', 'сезон', 'неочень', 'а', 'первый', 'сезон', 'афигенный']
203;['в', 'первый', 'папка', 'очередь', 'в', 'второй', 'и', 'ещё', 'третий', 'прям', 'разряд', 'срочно', 'вне', 'очередь']
204;['я', 'вечером', 'минута', 'искать', 'фильм', 'ложиться', 'спать', 'это', 'считать', 'хобби']
205;['жиза', 'оставаться', 'сон', 'часок', 'искать', 'минута', 'посмотреть', 'остальной', 'листать', 'новость', 'время', 'смотреть']
206;['ха', 'год', 'смотреть', 'доктор', 'хаус', 'включать', 'спустя', 'минута', 'отворачиваться', 'стенка', 'ещё', 'начинать', 'храпеть', 'на', 'следующий', 'день', 'включать', 'последний', 'место', 'который', 'помнить', 'уже', 'сезон']
207;['я', 'сериал', 'который', 'сладко', 'засыпать', 'а', 'бессонница']
208;['мы', 'клуб', 'интерес', 'создать', 'искать', 'посмотреть', 'хотя', 'закладка', 'лежать', 'около', 'фильм', 'который', 'планировать', 'посмотреть']
210;['если', 'утром', 'вставать', 'выкатывать', 'рецензия', 'фильм']
